sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-07061,2214,2539,1993,2325,914,54,0.946,0.078,5.78
SKU-07062,1197,884,1401,4250,681,21,0.865,0.339,13.57
SKU-07063,569,519,526,3252,1119,52,0.724,0.348,6.48
SKU-07064,928,830,775,4497,1195,49,0.82,0.253,12.52
SKU-07065,785,619,812,2589,156,36,0.97,0.076,13.14
SKU-07066,1100,1179,907,2968,669,41,0.844,0.378,0.94
SKU-07067,1007,836,980,4187,121,51,0.731,0.365,10.18
SKU-07068,979,961,1083,728,882,11,0.952,0.131,5.89
SKU-07069,1499,1857,1811,2757,1173,9,0.706,0.297,7.49
SKU-07070,2039,2607,1933,1453,849,56,0.958,0.371,1.81
SKU-07071,640,612,575,1635,1197,26,0.721,0.371,12.68
SKU-07072,691,996,859,4939,943,37,0.947,0.032,1.53
SKU-07073,466,523,485,1740,875,10,0.68,0.279,1.55
SKU-07074,651,648,554,4065,737,16,0.894,0.29,8.61
SKU-07075,377,297,510,739,1086,51,0.921,0.06,10.13
SKU-07076,790,679,897,4481,322,31,0.895,0.042,2.33
SKU-07077,1544,1364,1261,2310,555,49,0.81,0.334,4.12
SKU-07078,431,452,446,4380,468,7,0.836,0.084,6.71
SKU-07079,570,680,468,4694,1151,6,0.916,0.188,8.97
SKU-07080,989,946,736,337,714,24,0.904,0.404,3.84
SKU-07081,2132,1427,1857,3158,1102,42,0.867,0.449,4.91
SKU-07082,1114,1408,1217,1884,895,14,0.786,0.271,7.76
SKU-07083,802,859,698,1296,373,26,0.738,0.119,0.9
SKU-07084,1340,1346,1364,2274,153,52,0.765,0.132,8.56
SKU-07085,747,488,813,3916,316,43,0.919,0.152,5.19
SKU-07086,1786,1882,1854,2740,431,12,0.792,0.311,3.13
SKU-07087,671,449,595,1950,1042,15,0.911,0.307,11.94
SKU-07088,115,115,107,66,224,50,0.93,0.176,9.8
SKU-07089,1111,1069,1030,3980,199,35,0.856,0.097,7.38
SKU-07090,365,276,406,1188,504,29,0.984,0.085,14.91
SKU-07091,1862,2196,1662,1697,404,37,0.889,0.159,3.43
SKU-07092,1634,1729,1698,2518,1143,45,0.738,0.091,0.72
SKU-07093,1713,1608,1348,2455,647,13,0.963,0.285,1.19
SKU-07094,379,339,381,474,399,46,0.916,0.071,2.67
SKU-07095,1224,1229,1337,1664,857,33,0.794,0.377,6.1
SKU-07096,1016,1101,1632,277,203,56,0.927,0.419,3.27
SKU-07097,852,899,958,3616,128,37,0.887,0.312,11.55
SKU-07098,1663,1599,1783,2389,455,34,0.689,0.063,8.14
SKU-07099,1138,983,1012,2142,954,18,0.827,0.307,14.85
SKU-07100,547,550,477,1426,972,39,0.682,0.434,5.64
SKU-07101,527,505,575,4994,1006,19,0.726,0.391,11.9
SKU-07102,995,837,1009,3805,933,16,0.71,0.115,6.07
SKU-07103,817,1141,1030,2778,860,15,0.68,0.14,12.26
SKU-07104,1029,683,1076,2873,823,13,0.689,0.371,13.44
SKU-07105,1450,1405,1336,3308,1036,44,0.916,0.363,1.26
SKU-07106,938,862,786,918,588,34,0.874,0.114,13.45
SKU-07107,621,520,678,2601,812,22,0.899,0.247,1.94
SKU-07108,1303,1315,1446,579,1175,18,0.695,0.229,6.19
SKU-07109,1892,2583,1676,1467,141,35,0.873,0.211,8.13
SKU-07110,1641,1462,1382,3448,651,43,0.891,0.403,5.78
SKU-07111,902,721,783,2635,641,35,0.941,0.245,7.88
SKU-07112,2542,2658,1975,3508,500,55,0.961,0.089,13.25
SKU-07113,86,95,104,3393,720,15,0.77,0.098,9.0
SKU-07114,1031,1434,1177,1529,244,24,0.854,0.249,10.12
SKU-07115,548,552,527,2172,1107,38,0.793,0.209,7.59
SKU-07116,661,528,626,857,1030,32,0.948,0.039,6.94
SKU-07117,197,185,234,2664,699,58,0.771,0.299,8.97
SKU-07118,923,509,1185,1707,187,44,0.983,0.431,14.15
SKU-07119,934,843,999,3916,487,46,0.797,0.381,6.71
SKU-07120,698,578,804,2209,297,45,0.856,0.189,1.58
SKU-07121,155,198,177,4479,735,51,0.94,0.193,10.08
SKU-07122,1339,1444,1223,4882,713,59,0.767,0.319,2.0
SKU-07123,2047,2194,1698,530,748,19,0.982,0.161,14.11
SKU-07124,897,1055,792,200,904,54,0.732,0.172,13.72
SKU-07125,959,894,776,909,687,20,0.769,0.426,6.1
SKU-07126,1316,1087,1078,2265,783,24,0.805,0.316,11.38
SKU-07127,1326,1431,1377,255,749,7,0.943,0.035,12.62
SKU-07128,1865,2195,1657,4701,897,13,0.793,0.022,6.68
SKU-07129,1367,1342,1262,3136,355,8,0.683,0.194,12.58
SKU-07130,1492,1935,1718,2245,855,49,0.982,0.226,3.38
SKU-07131,1682,1312,1514,4133,676,14,0.704,0.371,13.43
SKU-07132,2487,2983,1957,3486,751,40,0.852,0.071,1.03
SKU-07133,150,153,143,4527,446,26,0.961,0.136,12.77
SKU-07134,885,999,789,2122,994,42,0.894,0.264,11.62
SKU-07135,1168,1266,1125,269,1116,14,0.752,0.162,13.1
SKU-07136,1264,1489,1513,2463,432,31,0.734,0.205,7.17
SKU-07137,799,637,850,4705,408,39,0.779,0.241,10.7
SKU-07138,536,534,466,3966,99,38,0.986,0.188,13.88
SKU-07139,1097,1097,932,3009,779,15,0.802,0.227,5.66
SKU-07140,1380,1149,1318,4505,331,46,0.853,0.288,6.89
SKU-07141,1790,1575,1909,4607,673,59,0.989,0.19,6.59
SKU-07142,1489,2187,1978,4182,568,56,0.963,0.147,3.21
SKU-07143,338,339,264,2707,121,54,0.708,0.424,4.72
SKU-07144,1688,1545,1516,2591,936,13,0.822,0.435,12.0
SKU-07145,258,366,338,4204,828,48,0.83,0.147,7.86
SKU-07146,1454,1201,1808,3741,313,7,0.727,0.191,11.81
SKU-07147,174,181,157,803,589,16,0.767,0.343,6.87
SKU-07148,90,68,90,3483,62,3,0.694,0.229,12.59
SKU-07149,1077,1229,1170,4555,691,40,0.861,0.157,10.95
SKU-07150,591,479,484,4259,268,56,0.783,0.207,8.59
SKU-07151,1898,1741,1843,3915,404,33,0.737,0.283,13.46
SKU-07152,1468,1709,1434,4911,271,22,0.988,0.212,14.22
SKU-07153,2277,2084,1714,1337,540,18,0.81,0.06,1.52
SKU-07154,340,224,302,3743,61,45,0.791,0.228,11.83
SKU-07155,1466,1693,1631,2910,1054,9,0.955,0.146,14.25
SKU-07156,1316,1201,1565,2593,425,18,0.966,0.326,6.46
SKU-07157,1955,2405,1989,3708,415,15,0.98,0.426,8.47
SKU-07158,156,100,167,4450,939,43,0.765,0.135,1.04
SKU-07159,931,1268,914,1080,795,20,0.854,0.425,10.05
SKU-07160,1172,1504,1263,3536,921,32,0.653,0.237,2.06
SKU-07161,1567,1165,1620,4177,1062,3,0.856,0.131,12.97
SKU-07162,329,321,354,2471,748,35,0.787,0.105,12.26
SKU-07163,819,688,957,3673,688,18,0.686,0.119,11.92
SKU-07164,785,856,583,3638,626,53,0.952,0.134,7.87
SKU-07165,1509,934,1978,3776,814,49,0.753,0.181,2.62
SKU-07166,846,972,826,4649,1192,37,0.81,0.389,1.99
SKU-07167,355,351,421,297,233,56,0.72,0.151,0.76
SKU-07168,332,347,356,1381,656,15,0.884,0.231,9.53
SKU-07169,1623,1912,1935,4767,239,52,0.663,0.089,11.71
SKU-07170,1122,1205,1534,4505,374,18,0.951,0.395,11.92
SKU-07171,1687,1853,1953,2083,982,11,0.842,0.022,0.85
SKU-07172,1167,1050,969,252,372,14,0.771,0.176,13.14
SKU-07173,1055,1032,1088,2291,643,38,0.768,0.311,4.76
SKU-07174,1927,1533,1878,418,1025,50,0.829,0.036,8.24
SKU-07175,367,248,562,3642,699,45,0.731,0.407,6.22
SKU-07176,865,1011,683,2361,1007,57,0.831,0.088,8.04
SKU-07177,246,287,330,613,180,23,0.884,0.346,13.7
SKU-07178,181,218,242,1683,193,16,0.757,0.448,8.38
SKU-07179,1704,1479,1796,592,965,47,0.706,0.372,2.59
SKU-07180,1342,1134,1937,3677,399,40,0.808,0.301,2.62
SKU-07181,179,128,152,510,622,54,0.934,0.327,9.98
SKU-07182,545,388,688,4553,551,6,0.988,0.167,7.77
SKU-07183,144,155,134,2057,723,31,0.773,0.238,1.28
SKU-07184,1732,1657,1811,4496,378,21,0.892,0.426,12.52
SKU-07185,841,882,828,3153,239,47,0.89,0.341,12.8
SKU-07186,336,263,322,1699,140,17,0.946,0.291,7.77
SKU-07187,1771,1751,1803,802,1127,32,0.965,0.132,3.92
SKU-07188,1965,1426,1962,2398,413,24,0.69,0.229,14.48
SKU-07189,477,327,586,2631,1005,16,0.921,0.085,3.41
SKU-07190,1769,1845,1828,4013,822,3,0.778,0.093,12.17
SKU-07191,2207,2311,1842,4730,621,21,0.887,0.128,3.68
SKU-07192,895,843,906,1068,1048,13,0.921,0.097,5.04
SKU-07193,1473,911,1539,621,1037,3,0.677,0.274,3.33
SKU-07194,1596,1505,1869,2950,364,36,0.663,0.311,7.58
SKU-07195,982,768,1108,1454,495,28,0.907,0.093,13.28
SKU-07196,771,837,697,945,183,21,0.726,0.374,14.07
SKU-07197,1019,1123,994,4595,484,25,0.941,0.178,6.88
SKU-07198,608,704,439,2800,307,14,0.912,0.305,14.62
SKU-07199,447,515,413,4594,890,30,0.812,0.169,8.81
SKU-07200,911,736,945,4878,1061,36,0.692,0.326,3.25
SKU-07201,325,362,474,4431,609,51,0.792,0.444,14.75
SKU-07202,1910,2065,1433,2032,1058,6,0.894,0.347,6.04
SKU-07203,1246,1412,1662,404,250,50,0.7,0.119,11.65
SKU-07204,193,215,171,1428,525,26,0.872,0.274,4.3
SKU-07205,992,1070,1007,430,83,57,0.659,0.056,13.22
SKU-07206,1458,1414,1370,1954,1075,25,0.793,0.419,8.19
SKU-07207,931,1160,924,1235,375,39,0.974,0.076,9.53
SKU-07208,1592,2361,1566,3180,525,5,0.745,0.26,3.18
SKU-07209,339,319,281,4665,619,29,0.792,0.408,2.5
SKU-07210,832,906,848,2516,444,19,0.657,0.369,7.12
SKU-07211,1007,634,1059,3678,1122,40,0.941,0.061,0.56
SKU-07212,2173,2220,1735,3918,354,58,0.802,0.025,7.15
SKU-07213,1441,1216,1536,4075,547,30,0.81,0.345,11.29
SKU-07214,952,1152,1094,2939,679,21,0.7,0.326,9.5
SKU-07215,2027,1885,1726,4328,1019,25,0.925,0.125,10.77
SKU-07216,492,400,506,4285,70,45,0.949,0.356,6.57
SKU-07217,1217,1181,1675,4856,124,25,0.73,0.133,2.81
SKU-07218,1983,2358,1781,923,541,13,0.937,0.083,3.86
SKU-07219,723,713,727,179,582,51,0.726,0.265,2.46
SKU-07220,1825,1951,1558,3354,1171,29,0.85,0.306,5.85
SKU-07221,474,477,398,3287,553,32,0.867,0.289,14.12
SKU-07222,432,366,448,317,430,37,0.721,0.418,6.51
SKU-07223,826,880,1062,841,926,28,0.711,0.267,12.72
SKU-07224,1597,1700,1659,3045,594,33,0.759,0.072,13.72
SKU-07225,1329,1107,1379,1124,58,51,0.843,0.068,0.58
SKU-07226,1855,2222,1797,1934,724,52,0.785,0.445,3.79
SKU-07227,935,827,782,2407,154,54,0.746,0.394,4.75
SKU-07228,660,530,572,4196,990,46,0.691,0.116,0.9
SKU-07229,1979,1898,1909,2041,121,11,0.747,0.438,1.68
SKU-07230,1428,1905,1330,744,445,23,0.936,0.245,5.03
SKU-07231,1329,1525,1101,2345,235,53,0.892,0.384,3.73
SKU-07232,1216,1292,1286,4150,404,26,0.799,0.422,12.71
SKU-07233,675,576,1211,2598,303,42,0.82,0.035,11.85
SKU-07234,232,212,222,2652,662,29,0.695,0.14,2.0
SKU-07235,1292,1645,1812,2249,1090,34,0.93,0.055,14.33
SKU-07236,1603,2070,1633,1068,1029,58,0.711,0.134,10.1
SKU-07237,1287,1236,1138,917,200,6,0.875,0.353,13.04
SKU-07238,1875,2311,1483,3166,218,56,0.665,0.273,14.74
SKU-07239,815,927,820,2743,1065,42,0.895,0.098,6.58
SKU-07240,1144,1403,1321,1948,1018,38,0.968,0.116,3.98
SKU-07241,1261,1043,1052,685,798,26,0.975,0.181,7.67
SKU-07242,1481,1456,1399,23,682,32,0.871,0.173,0.84
SKU-07243,119,102,143,4344,1020,53,0.837,0.293,12.8
SKU-07244,1314,1116,1284,1870,626,18,0.93,0.361,6.08
SKU-07245,311,293,346,4373,155,34,0.981,0.108,14.37
SKU-07246,202,183,182,1574,171,43,0.965,0.407,9.24
SKU-07247,1402,1170,1685,742,245,19,0.872,0.29,8.26
SKU-07248,367,386,284,3930,799,35,0.677,0.426,3.86
SKU-07249,984,1145,799,1721,1014,38,0.921,0.15,5.49
SKU-07250,163,195,169,1696,974,38,0.828,0.201,3.83
SKU-07251,595,560,520,1936,863,55,0.707,0.081,10.79
SKU-07252,1025,1186,1088,3603,928,43,0.956,0.271,8.06
SKU-07253,449,466,504,1131,733,5,0.919,0.151,4.53
SKU-07254,1573,2111,1730,432,748,33,0.706,0.413,10.51
SKU-07255,1040,897,1042,356,990,50,0.658,0.395,6.51
SKU-07256,1284,1093,1806,4836,777,34,0.969,0.323,5.58
SKU-07257,776,891,676,3292,964,24,0.686,0.082,6.09
SKU-07258,238,223,283,380,1085,53,0.882,0.395,12.2
SKU-07259,998,846,1173,1128,523,11,0.979,0.141,14.02
SKU-07260,1414,1023,1263,2463,1118,3,0.797,0.273,14.47
SKU-07261,1679,1722,1647,2762,329,51,0.884,0.418,3.33
SKU-07262,1236,1118,1289,1165,818,51,0.808,0.225,9.54
SKU-07263,1137,1316,1515,926,998,16,0.95,0.027,11.79
SKU-07264,807,1087,1005,1126,468,33,0.654,0.362,9.58
SKU-07265,1131,1155,1030,3565,1018,55,0.761,0.423,0.62
SKU-07266,1306,1499,1258,4443,161,38,0.941,0.327,11.52
SKU-07267,1957,1732,1799,4837,972,37,0.761,0.313,11.75
SKU-07268,1309,1019,1186,774,147,23,0.813,0.409,12.53
SKU-07269,2179,2038,1877,3264,423,3,0.867,0.22,2.91
SKU-07270,1563,1549,1703,115,1033,9,0.78,0.115,0.81
SKU-07271,542,577,521,4496,559,33,0.76,0.07,5.62
SKU-07272,582,723,667,4779,795,15,0.977,0.239,9.74
SKU-07273,1347,1178,1176,4852,1043,50,0.917,0.328,2.86
SKU-07274,1942,2278,1767,1720,840,24,0.945,0.437,5.43
SKU-07275,754,883,763,2366,889,9,0.92,0.027,9.32
SKU-07276,1069,1025,988,2244,162,53,0.941,0.218,8.11
SKU-07277,481,600,491,1195,377,50,0.948,0.156,5.6
SKU-07278,1347,1407,1087,4981,527,51,0.907,0.026,13.53
SKU-07279,1841,1264,1816,4581,1169,37,0.921,0.406,1.49
SKU-07280,527,550,466,4817,768,12,0.772,0.108,11.17
SKU-07281,654,814,563,2922,171,10,0.763,0.047,1.58
SKU-07282,819,828,876,4579,350,38,0.942,0.121,13.68
SKU-07283,188,175,248,2079,1075,45,0.659,0.182,14.8
SKU-07284,1029,1085,995,4389,824,56,0.987,0.098,3.63
SKU-07285,1395,1720,1321,1342,973,36,0.961,0.428,12.2
SKU-07286,661,438,811,657,482,22,0.914,0.11,2.19
SKU-07287,1419,1206,1325,3536,620,50,0.942,0.26,9.66
SKU-07288,1327,1124,1430,2518,572,37,0.874,0.236,9.76
SKU-07289,1292,1350,1228,1703,793,17,0.676,0.359,3.66
SKU-07290,545,584,527,1640,828,15,0.856,0.259,5.23
SKU-07291,657,798,566,1782,825,48,0.824,0.271,5.26
SKU-07292,1405,1460,1481,4521,848,24,0.895,0.106,5.69
SKU-07293,1576,1502,1448,3382,758,6,0.708,0.151,14.0
SKU-07294,1606,1169,1971,3925,808,59,0.675,0.44,7.14
SKU-07295,1290,1170,1333,384,513,35,0.926,0.059,2.19
SKU-07296,186,195,168,1170,1042,57,0.843,0.382,7.32
SKU-07297,877,901,811,274,868,23,0.705,0.023,2.02
SKU-07298,263,215,276,2928,1067,35,0.804,0.303,11.55
SKU-07299,1914,1825,1672,1792,322,10,0.956,0.296,9.05
SKU-07300,1808,1990,1587,4453,573,59,0.865,0.122,6.47
SKU-07301,1190,916,1383,2141,593,25,0.979,0.141,7.41
SKU-07302,1051,1263,1054,1126,683,13,0.769,0.399,13.93
SKU-07303,1677,1577,1673,3584,970,32,0.799,0.376,2.28
SKU-07304,357,329,370,2442,625,48,0.902,0.247,13.75
SKU-07305,249,215,271,3407,1031,58,0.811,0.271,14.75
SKU-07306,1797,1549,1812,1802,187,12,0.888,0.363,12.19
SKU-07307,1711,1870,1767,1813,739,48,0.881,0.171,12.93
SKU-07308,1989,1735,1869,1932,1027,15,0.971,0.177,12.52
SKU-07309,732,642,543,2324,684,25,0.849,0.198,3.36
SKU-07310,1899,2299,1739,3649,464,19,0.691,0.355,8.59
SKU-07311,1667,1666,1761,1084,622,58,0.863,0.139,4.17
SKU-07312,1605,1959,1776,4331,416,8,0.86,0.333,12.48
SKU-07313,1442,1408,1702,1727,913,48,0.929,0.341,2.66
SKU-07314,938,838,865,629,845,23,0.749,0.081,3.3
SKU-07315,444,327,397,2479,664,4,0.778,0.388,2.6
SKU-07316,911,815,787,3096,781,22,0.869,0.413,5.26
SKU-07317,1186,1842,1342,173,720,7,0.83,0.342,13.06
SKU-07318,539,627,469,4892,941,56,0.918,0.434,2.51
SKU-07319,1099,1352,1048,3536,969,25,0.833,0.294,11.79
SKU-07320,403,325,413,692,598,21,0.879,0.422,12.09
SKU-07321,1266,1443,1134,4924,1139,35,0.945,0.213,0.72
SKU-07322,869,1288,1077,1597,377,7,0.736,0.189,6.79
SKU-07323,1246,1025,1205,2635,119,5,0.686,0.2,11.82
SKU-07324,1062,715,1383,1242,1097,28,0.786,0.292,3.42
SKU-07325,374,355,339,1379,694,40,0.8,0.025,12.83
SKU-07326,910,807,823,1631,474,12,0.796,0.051,6.52
SKU-07327,1264,1424,1621,2361,986,45,0.678,0.189,9.81
SKU-07328,1145,1222,1014,416,247,23,0.856,0.098,8.25
SKU-07329,1012,1115,1151,2508,257,45,0.983,0.067,8.93
SKU-07330,232,259,226,4827,206,55,0.923,0.025,1.05
SKU-07331,1115,1393,1361,3249,860,5,0.89,0.342,8.71
SKU-07332,1381,1605,1878,122,998,7,0.696,0.083,12.53
SKU-07333,1100,1330,1276,852,1142,23,0.902,0.404,4.31
SKU-07334,653,844,634,32,931,45,0.919,0.337,12.71
SKU-07335,1555,1472,1303,2999,102,34,0.724,0.136,11.49
SKU-07336,1745,2091,1689,3623,856,33,0.724,0.237,3.94
SKU-07337,308,317,291,510,1089,42,0.743,0.374,14.63
SKU-07338,843,629,1525,1032,250,52,0.767,0.23,11.18
SKU-07339,436,365,425,1221,428,13,0.985,0.094,2.93
SKU-07340,1212,681,1214,220,155,15,0.876,0.121,9.95
SKU-07341,332,216,401,833,784,35,0.713,0.066,0.62
SKU-07342,1307,1439,1565,2427,1184,41,0.711,0.095,4.08
SKU-07343,1150,1371,1260,3168,352,23,0.93,0.277,11.97
SKU-07344,210,265,210,3459,1148,21,0.955,0.39,7.96
SKU-07345,277,251,265,4970,234,41,0.785,0.133,10.61
SKU-07346,681,721,936,2157,500,18,0.698,0.237,13.76
SKU-07347,621,683,713,4563,1080,18,0.749,0.18,13.64
SKU-07348,742,789,602,2978,665,18,0.835,0.247,14.17
SKU-07349,110,80,110,4977,477,17,0.809,0.259,4.26
SKU-07350,1717,1978,1898,3811,445,25,0.771,0.436,12.65
SKU-07351,708,523,725,2437,753,52,0.822,0.173,4.17
SKU-07352,292,377,256,2220,85,52,0.984,0.13,3.01
SKU-07353,2015,1593,1758,1567,180,37,0.813,0.252,5.69
SKU-07354,954,1197,1010,3852,806,55,0.956,0.352,3.98
SKU-07355,1662,884,1660,1186,1027,7,0.986,0.155,12.25
SKU-07356,1402,1225,1262,4586,882,4,0.684,0.305,12.55
SKU-07357,679,964,839,1347,1014,40,0.99,0.042,8.54
SKU-07358,762,915,631,2352,502,7,0.902,0.197,13.63
SKU-07359,958,1291,1264,992,582,3,0.945,0.402,9.38
SKU-07360,781,840,660,2456,424,32,0.916,0.117,5.46
SKU-07361,1018,819,1026,1488,1090,31,0.981,0.189,11.87
SKU-07362,976,1100,962,1584,995,30,0.746,0.405,0.75
SKU-07363,184,172,228,862,100,9,0.833,0.04,14.73
SKU-07364,1998,1360,1998,1953,244,44,0.914,0.231,14.36
SKU-07365,667,749,576,2095,76,18,0.741,0.278,12.18
SKU-07366,187,163,180,1017,989,11,0.673,0.288,14.35
SKU-07367,1056,1150,1369,1443,784,59,0.89,0.168,4.24
SKU-07368,378,327,315,1555,574,14,0.734,0.305,10.33
SKU-07369,614,657,583,3442,962,39,0.859,0.101,9.78
SKU-07370,334,362,330,1241,1129,39,0.82,0.095,9.64
SKU-07371,2254,2678,1901,3985,685,15,0.969,0.12,14.94
SKU-07372,2329,2499,1916,3288,593,8,0.838,0.432,1.97
SKU-07373,1042,924,948,3751,743,18,0.896,0.437,9.45
SKU-07374,588,556,607,2111,172,23,0.939,0.214,5.84
SKU-07375,633,577,581,2683,490,38,0.753,0.145,6.95
SKU-07376,777,554,1060,995,1167,41,0.768,0.382,9.76
SKU-07377,1522,1488,1778,4762,175,6,0.817,0.257,6.4
SKU-07378,200,237,258,2295,1004,51,0.834,0.236,2.74
SKU-07379,940,986,840,4301,607,19,0.967,0.302,13.01
SKU-07380,1152,1260,1447,86,319,3,0.733,0.29,4.42
SKU-07381,1429,1574,1293,990,630,8,0.983,0.298,13.09
SKU-07382,885,858,867,2816,798,4,0.773,0.212,5.41
SKU-07383,1473,1712,1277,130,188,26,0.885,0.447,1.45
SKU-07384,1962,2006,1666,1708,295,19,0.895,0.325,7.71
SKU-07385,440,500,424,2938,298,8,0.768,0.164,0.58
SKU-07386,1749,2103,1718,4965,1131,52,0.845,0.132,7.76
SKU-07387,1006,1350,766,4952,1054,37,0.689,0.385,9.41
SKU-07388,936,944,1038,2154,145,15,0.851,0.148,2.25
SKU-07389,2240,2364,1882,340,494,50,0.947,0.046,8.87
SKU-07390,1268,1639,1714,1669,841,27,0.781,0.358,12.46
SKU-07391,88,105,85,1787,839,35,0.824,0.41,4.41
SKU-07392,1274,967,1292,4795,411,12,0.757,0.282,8.4
SKU-07393,933,887,1029,3548,229,47,0.754,0.156,13.75
SKU-07394,556,488,561,1812,57,48,0.875,0.412,5.05
SKU-07395,1194,850,1198,3648,93,50,0.931,0.269,4.53
SKU-07396,1814,2085,1819,616,1103,17,0.969,0.122,11.01
SKU-07397,134,109,123,1895,580,34,0.735,0.111,12.46
SKU-07398,1115,951,1067,1266,477,32,0.959,0.053,5.69
SKU-07399,575,500,551,2404,807,47,0.958,0.43,2.69
SKU-07400,953,963,831,3240,844,32,0.954,0.415,2.74
SKU-07401,186,214,177,4097,249,26,0.885,0.03,4.13
SKU-07402,382,423,585,3278,480,28,0.833,0.439,9.26
SKU-07403,369,548,431,900,648,49,0.981,0.046,14.12
SKU-07404,766,687,702,1855,934,39,0.893,0.373,6.51
SKU-07405,2112,2331,1892,4079,607,27,0.831,0.064,5.24
SKU-07406,305,393,380,4120,338,55,0.727,0.066,1.89
SKU-07407,1253,1175,1978,2541,94,51,0.809,0.445,10.27
SKU-07408,702,707,627,462,733,53,0.904,0.375,4.02
SKU-07409,858,897,856,1309,918,35,0.934,0.071,6.42
SKU-07410,240,315,333,2529,994,18,0.86,0.208,7.24
SKU-07411,1602,1537,1649,3526,926,27,0.787,0.446,7.27
SKU-07412,1734,1738,1376,4758,521,11,0.851,0.316,14.09
SKU-07413,1578,1629,1720,2525,905,14,0.884,0.123,14.13
SKU-07414,1118,1414,1156,2509,95,41,0.784,0.208,10.54
SKU-07415,1600,1852,1593,2906,1120,12,0.952,0.125,11.03
SKU-07416,1512,1175,1602,4679,553,35,0.771,0.202,1.09
SKU-07417,1674,1191,1655,1432,529,49,0.956,0.348,5.76
SKU-07418,463,376,558,400,1142,24,0.867,0.022,8.39
SKU-07419,350,347,359,636,912,9,0.95,0.278,9.79
SKU-07420,1233,1315,1079,4896,1143,28,0.864,0.168,6.67
SKU-07421,1017,1321,817,1137,673,9,0.777,0.191,8.76
SKU-07422,455,328,533,1503,876,26,0.889,0.385,11.39
SKU-07423,948,976,740,2735,154,23,0.927,0.106,14.02
SKU-07424,1469,1701,1463,4932,735,8,0.721,0.431,7.1
SKU-07425,1394,1352,1375,1080,980,10,0.9,0.124,13.88
SKU-07426,799,984,814,4195,342,9,0.674,0.279,4.92
SKU-07427,346,390,335,3182,102,6,0.955,0.294,14.42
SKU-07428,1550,1246,1375,3253,66,5,0.755,0.127,0.64
SKU-07429,1072,1365,1062,3559,138,26,0.744,0.043,9.37
SKU-07430,1596,1795,1344,1127,1013,36,0.656,0.282,7.01
SKU-07431,285,290,399,3262,1063,18,0.982,0.188,3.27
SKU-07432,362,450,309,1722,218,7,0.712,0.2,1.34
SKU-07433,1629,1156,1517,1523,81,25,0.79,0.237,8.69
SKU-07434,1748,1650,1723,2517,757,40,0.66,0.045,3.27
SKU-07435,1319,1492,1200,3291,516,11,0.902,0.079,11.16
SKU-07436,1301,1243,1176,27,220,6,0.665,0.089,2.93
SKU-07437,513,247,497,1272,751,53,0.767,0.133,3.37
SKU-07438,437,460,494,2959,202,7,0.897,0.448,12.7
SKU-07439,2187,2096,1772,581,168,12,0.885,0.416,6.55
SKU-07440,1333,1208,1994,4801,1067,18,0.762,0.063,8.99
SKU-07441,1031,1110,1217,3727,672,41,0.899,0.064,4.29
SKU-07442,1760,1675,1645,4591,819,13,0.724,0.333,6.81
SKU-07443,1991,1518,1921,143,755,8,0.809,0.401,12.64
SKU-07444,393,438,336,2212,1119,7,0.825,0.299,10.03
SKU-07445,1109,1360,1007,1516,680,57,0.728,0.34,5.56
SKU-07446,881,943,1004,921,976,8,0.776,0.111,8.69
SKU-07447,1522,1676,1660,2827,685,5,0.842,0.295,6.41
SKU-07448,260,284,283,281,111,8,0.905,0.18,9.14
SKU-07449,995,1413,1046,2273,465,35,0.797,0.067,1.71
SKU-07450,1302,1749,1267,4615,433,57,0.735,0.349,8.31
SKU-07451,667,735,694,1287,1191,20,0.708,0.28,2.71
SKU-07452,562,559,564,3877,369,13,0.69,0.123,6.89
SKU-07453,1537,1625,1821,3983,1005,16,0.781,0.414,12.44
SKU-07454,1601,1660,1667,4454,281,5,0.882,0.32,14.62
SKU-07455,1014,989,942,456,562,17,0.797,0.094,2.73
SKU-07456,1058,1023,1274,182,525,50,0.855,0.207,8.3
SKU-07457,2276,1886,1738,2192,498,44,0.679,0.218,3.19
SKU-07458,684,698,717,608,897,6,0.81,0.446,1.07
SKU-07459,1746,1542,1849,844,988,35,0.78,0.353,13.89
SKU-07460,832,955,670,997,283,29,0.984,0.397,4.94
SKU-07461,1463,1196,1922,1621,452,32,0.987,0.329,3.42
SKU-07462,1844,1787,1760,870,984,47,0.987,0.271,14.09
SKU-07463,303,336,260,4169,971,8,0.967,0.352,10.46
SKU-07464,692,496,747,1007,589,59,0.667,0.214,12.44
SKU-07465,176,117,220,4455,1178,16,0.904,0.314,14.4
SKU-07466,1353,1811,1410,273,656,35,0.927,0.222,12.55
SKU-07467,365,390,351,4266,228,26,0.722,0.374,6.59
SKU-07468,1337,1548,1183,2454,1115,48,0.981,0.207,2.83
SKU-07469,851,764,1098,144,1143,47,0.941,0.126,7.11
SKU-07470,1152,962,1255,1093,1005,24,0.753,0.05,11.31
SKU-07471,1371,1207,1185,3711,1030,40,0.778,0.022,1.79
SKU-07472,1108,1165,1117,2662,937,15,0.713,0.381,2.24
SKU-07473,1729,1554,1679,504,1143,46,0.938,0.14,2.53
SKU-07474,492,389,492,4593,1192,40,0.976,0.055,5.63
SKU-07475,267,331,267,0,461,21,0.965,0.038,10.85
